"time"	"h"	"uh"	"Period"
25	10085	0	37
31	10080	0	37
32	10075	0	37
33	10070	0	37
34	10067	0	37
35	10064	0	37
36	10058	0	37
37	10052	0	37
39	10050	0	37
40	10045	0	37
52	10042	0	37
68	10042	0	37
69	10035	0	37
70	10030	0	37
71	10026	0	37
72	10022	0	37
73	10020	0	37
74	10019	0	37
75	10017	0	37
76	10015	0	37
77	10013	0	37
78	10012	0	37
79	10010	0	37
99	10007	0	37
100	10006	0	37
101	10005	0	37
0	10240	0	38
1	10220	0	38
23	10215	0	38
24	10205	0	38
25	10200	0	38
26	10190	0	38
27	10170	0	38
28	10160	0	38
29	10145	0	38
30	10135	0	38
31	10125	0	38
32	10118	0	38
33	10110	0	38
35	10110	0	38
36	10110	0	38
37	10110	0	38
38	10105	0	38
39	10105	0	38
41	10105	0	38
42	10105	0	38
43	10105	0	38
44	10090	0	38
45	10087	0	38
46	10080	0	38
47	10075	0	38
48	10070	0	38
49	10065	0	38
50	10053	0	38
51	10048	0	38
52	10045	0	38
54	10045	0	38
55	10036	0	38
56	10036	0	38
57	10030	0	38
59	10030	0	38
60	10030	0	38
61	10030	0	38
0	10175	0	39
1	10170	0	39
2	10168	0	39
3	10165	0	39
4	10154	0	39
5	10150	0	39
6	10135	0	39
7	10130	0	39
8	10130	0	39
9	10125	0	39
12	10116	0	39
13	10106	0	39
14	10096	0	39
15	10090	0	39
16	10088	0	39
17	10085	0	39
23	10080	0	39
25	10075	0	39
26	10070	0	39
69	10065	0	39
70	10060	0	39
71	10055	0	39
72	10046	0	39
75	10040	0	39
76	10036	0	39
77	10030	0	39
78	10030	0	39
79	10028	0	39
82	10022	0	39
83	10020	0	39
0	10285	0	40
1	10265	0	40
2	10255	0	40
9	10245	0	40
10	10240	0	40
12	10237	0	40
13	10231	0	40
14	10224	0	40
15	10215	0	40
16	10205	0	40
17	10190	0	40
18	10185	0	40
19	10184	0	40
20	10181	0	40
58	10180	0	40
59	10174	0	40
60	10170	0	40
68	10165	0	40
69	10165	0	40
80	10165	0	40
81	10165	0	40
82	10165	0	40
84	10160	0	40
85	10155	0	40
86	10148	0	40
87	10130	0	40
93	10120	0	40
94	10120	0	40
95	10120	0	40
107	10110	0	40
108	10110	0	40
109	10107	0	40
0	10350	0	41
1	10285	0	41
2	10277	0	41
3	10267	0	41
4	10230	0	41
5	10215	0	41
10	10205	0	41
11	10200	0	41
12	10190	0	41
18	10190	0	41
19	10172	0	41
20	10155	0	41
21	10140	0	41
22	10125	0	41
23	10110	0	41
24	10105	0	41
25	10100	0	41
34	10100	0	41
35	10100	0	41
41	10090	0	41
42	10090	0	41
43	10085	0	41
44	10080	0	41
45	10070	0	41
46	10065	0	41
47	10055	0	41
48	10050	0	41
49	10045	0	41
50	10045	0	41
51	10040	0	41
52	10040	0	41
53	10040	0	41
77	10040	0	41
78	10032	0	41
79	10030	0	41
80	10030	0	41
81	10025	0	41
82	10020	0	41
83	10012	0	41
84	10008	0	41
85	10008	0	41
86	10002	0	41
87	10000	0	41
88	9995	0	41
89	9990	0	41
90	9990	0	41
91	9990	0	41
92	9990	0	41
93	9987	0	41
94	9984	0	41
0	10385	0	42
1	10335	0	42
5	10325	0	42
22	10320	0	42
23	10295	0	42
24	10285	0	42
25	10265	0	42
26	10255	0	42
27	10235	0	42
28	10225	0	42
41	10220	0	42
42	10205	0	42
43	10200	0	42
45	10200	0	42
47	10200	0	42
48	10180	0	42
49	10170	0	42
50	10165	0	42
51	10160	0	42
86	10160	0	42
88	10160	0	42
89	10140	0	42
90	10135	0	42
91	10130	0	42
92	10125	0	42
93	10120	0	42
94	10110	0	42
95	10105	0	42
96	10095	0	42
97	10090	0	42
98	10085	0	42
99	10080	0	42
100	10078	0	42
101	10075	0	42
102	10075	0	42
103	10070	0	42
104	10070	0	42
0	10337	0	43
3	10333	0	43
4	10310	0	43
5	10295	0	43
6	10263	0	43
7	10263	0	43
11	10260	0	43
12	10250	0	43
13	10238	0	43
14	10235	0	43
31	10225	0	43
36	10225	0	43
37	10225	0	43
38	10225	0	43
39	10225	0	43
40	10220	0	43
41	10220	0	43
42	10210	0	43
43	10200	0	43
44	10200	0	43
45	10190	0	43
46	10185	0	43
47	10185	0	43
48	10185	0	43
50	10180	0	43
51	10175	0	43
52	10170	0	43
59	10170	0	43
60	10160	0	43
61	10155	0	43
62	10145	0	43
63	10140	0	43
64	10135	0	43
66	10135	0	43
70	10135	0	43
71	10130	0	43
74	10130	0	43
109	10125	0	43
110	10110	0	43
111	10110	0	43
112	10110	0	43
0	10220	0	44
1	10200	0	44
2	10200	0	44
3	10180	0	44
4	10170	0	44
5	10155	0	44
9	10155	0	44
10	10147	0	44
11	10145	0	44
12	10142	0	44
13	10140	0	44
14	10135	0	44
15	10125	0	44
16	10120	0	44
17	10120	0	44
18	10110	0	44
21	10110	0	44
23	10110	0	44
24	10090	0	44
26	10090	0	44
29	10090	0	44
33	10090	0	44
34	10088	0	44
35	10080	0	44
36	10080	0	44
37	10077	0	44
38	10075	0	44
40	10070	0	44
41	10070	0	44
42	10070	0	44
43	10070	0	44
44	10070	0	44
45	10070	0	44
46	10070	0	44
47	10067	0	44
48	10065	0	44
49	10060	0	44
50	10050	0	44
56	10050	0	44
57	10045	0	44
58	10045	0	44
59	10045	0	44
60	10040	0	44
62	10040	0	44
63	10040	0	44
64	10040	0	44
0	10350	0	45
1	10320	0	45
2	10270	0	45
3	10260	0	45
37	10255	0	45
38	10240	0	45
39	10235	0	45
40	10225	0	45
57	10220	0	45
58	10205	0	45
59	10193	0	45
60	10180	0	45
61	10170	0	45
62	10166	0	45
81	10163	0	45
82	10160	0	45
83	10155	0	45
84	10152	0	45
0	10285	0	46
1	10270	0	46
2	10270	0	46
3	10240	0	46
4	10225	0	46
5	10225	0	46
6	10220	0	46
7	10218	0	46
8	10215	0	46
22	10205	0	46
30	10200	0	46
31	10200	0	46
32	10190	0	46
33	10180	0	46
34	10180	0	46
38	10175	0	46
39	10170	0	46
40	10165	0	46
41	10165	0	46
42	10160	0	46
43	10160	0	46
44	10160	0	46
49	10160	0	46
50	10153	0	46
51	10150	0	46
52	10150	0	46
53	10145	0	46
54	10140	0	46
55	10140	0	46
56	10137	0	46
57	10133	0	46
58	10130	0	46
59	10125	0	46
60	10125	0	46
61	10125	0	46
62	10125	0	46
63	10120	0	46
64	10120	0	46
65	10120	0	46
66	10120	0	46
67	10115	0	46
72	10115	0	46
95	10115	0	46
96	10105	0	46
97	10100	0	46
98	10100	0	46
99	10100	0	46
100	10100	0	46
0	10280	0	47
1	10235	0	47
8	10230	0	47
9	10220	0	47
10	10220	0	47
29	10220	0	47
30	10205	0	47
31	10200	0	47
32	10175	0	47
33	10170	0	47
34	10170	0	47
36	10170	0	47
0	10130	0	48
1	10130	0	48
2	10130	0	48
3	10130	0	48
6	10130	0	48
7	10130	0	48
8	10125	0	48
9	10120	0	48
10	10120	0	48
11	10110	0	48
12	10110	0	48
13	10105	0	48
14	10100	0	48
15	10100	0	48
16	10100	0	48
17	10097	0	48
18	10097	0	48
23	10095	0	48
27	10095	0	48
28	10095	0	48
29	10090	0	48
30	10090	0	48
31	10090	0	48
32	10090	0	48
33	10090	0	48
0	10300	0	49
1	10220	0	49
2	10180	0	49
3	10130	0	49
5	10125	0	49
6	10115	0	49
7	10110	0	49
8	10110	0	49
11	10110	0	49
12	10110	0	49
13	10103	0	49
14	10095	0	49
15	10090	0	49
17	10080	0	49
18	10070	0	49
19	10070	0	49
20	10065	0	49
21	10065	0	49
22	10060	0	49
23	10060	0	49
32	10060	0	49
33	10060	0	49
34	10060	0	49
35	10050	0	49
36	10050	0	49
37	10050	0	49
38	10050	0	49
39	10045	0	49
40	10040	0	49
41	10040	0	49
42	10035	0	49
43	10035	0	49
44	10035	0	49
45	10035	0	49
46	10030	0	49
47	10028	0	49
48	10025	0	49
49	10020	0	49
50	10018	0	49
51	10018	0	49
52	10012	0	49
53	10010	0	49
54	10010	0	49
55	10007	0	49
56	10007	0	49
57	10007	0	49
58	10007	0	49
59	10007	0	49
60	10005	0	49
61	10005	0	49
62	10005	0	49
63	10005	0	49
64	10005	0	49
65	10005	0	49
66	10005	0	49
67	10005	0	49
68	10005	0	49
69	10005	0	49
0	10300	0	50
1	10250	0	50
2	10208	0	50
3	10180	0	50
4	10160	0	50
5	10148	0	50
8	10140	0	50
9	10130	0	50
10	10120	0	50
55	10120	0	50
56	10120	0	50
57	10110	0	50
59	10110	0	50
100	10110	0	50
101	10110	0	50
102	10110	0	50
103	10110	0	50
104	10110	0	50
105	10110	0	50
106	10110	0	50
107	10105	0	50
108	10105	0	50
109	10105	0	50
110	10100	0	50
111	10090	0	50
112	10090	0	50
113	10080	0	50
114	10080	0	50
115	10080	0	50
116	10080	0	50
117	10080	0	50
118	10075	0	50
119	10065	0	50
120	10060	0	50
121	10060	0	50
122	10060	0	50
123	10055	0	50
124	10055	0	50
125	10055	0	50
131	10055	0	50
132	10050	0	50
133	10050	0	50
134	10050	0	50
0	10310	0	51
1	10285	0	51
3	10282	0	51
4	10280	0	51
6	10260	0	51
7	10245	0	51
8	10237	0	51
9	10212	0	51
10	10180	0	51
11	10166	0	51
12	10155	0	51
44	10155	0	51
45	10155	0	51
46	10145	0	51
47	10145	0	51
48	10140	0	51
50	10140	0	51
52	10140	0	51
53	10135	0	51
66	10130	0	51
67	10126	0	51
68	10120	0	51
70	10120	0	51
71	10120	0	51
72	10120	0	51
73	10118	0	51
74	10115	0	51
75	10115	0	51
81	10110	0	51
82	10105	0	51
83	10100	0	51
84	10095	0	51
99	10095	0	51
100	10090	0	51
101	10090	0	51
102	10086	0	51
103	10085	0	51
104	10080	0	51
105	10080	0	51
106	10075	0	51
107	10075	0	51
108	10075	0	51
109	10075	0	51
117	10075	0	51
118	10075	0	51
119	10070	0	51
120	10060	0	51
121	10060	0	51
122	10060	0	51
123	10060	0	51
124	10060	0	51
125	10058	0	51
126	10050	0	51
127	10045	0	51
128	10040	0	51
144	10040	0	51
0	10228	0	52
6	10215	0	52
7	10200	0	52
8	10190	0	52
20	10180	0	52
21	10170	0	52
22	10163	0	52
23	10158	0	52
26	10155	0	52
27	10155	0	52
28	10153	0	52
32	10140	0	52
33	10135	0	52
34	10130	0	52
40	10126	0	52
41	10122	0	52
42	10120	0	52
43	10115	0	52
44	10115	0	52
45	10110	0	52
46	10105	0	52
47	10100	0	52
0	10135	0	53
4	10130	0	53
5	10130	0	53
31	10130	0	53
32	10125	0	53
33	10124	0	53
34	10122	0	53
36	10118	0	53
37	10112	0	53
38	10111	0	53
39	10108	0	53
40	10108	0	53
41	10108	0	53
42	10108	0	53
43	10108	0	53
44	10107	0	53
45	10107	0	53
46	10107	0	53
48	10105	0	53
49	10102	0	53
50	10100	0	53
51	10098	0	53
52	10098	0	53
53	10095	0	53
54	10088	0	53
55	10083	0	53
56	10081	0	53
57	10080	0	53
58	10075	0	53
59	10070	0	53
60	10067	0	53
61	10065	0	53
67	10065	0	53
68	10062	0	53
69	10060	0	53
70	10060	0	53
80	10058	0	53
81	10055	0	53
82	10051	0	53
83	10050	0	53
84	10048	0	53
85	10045	0	53
100	10045	0	53
101	10045	0	53
102	10040	0	53
109	10037	0	53
110	10032	0	53
111	10030	0	53
112	10027	0	53
113	10027	0	53
114	10027	0	53
115	10027	0	53
119	10025	0	53
0	10077	0	54
2	10075	0	54
3	10070	0	54
4	10065	0	54
6	10060	0	54
7	10058	0	54
8	10052	0	54
9	10052	0	54
10	10048	0	54
49	10042	0	54
50	10042	0	54
51	10042	0	54
55	10042	0	54
57	10041	0	54
58	10040	0	54
59	10038	0	54
60	10037	0	54
0	10260	0	55
1	10210	0	55
2	10178	0	55
3	10160	0	55
4	10148	0	55
5	10141	0	55
20	10137	0	55
21	10132	0	55
22	10126	0	55
23	10118	0	55
24	10104	0	55
25	10100	0	55
26	10100	0	55
27	10100	0	55
28	10095	0	55
29	10090	0	55
30	10085	0	55
31	10080	0	55
32	10080	0	55
33	10077	0	55
34	10076	0	55
35	10072	0	55
36	10070	0	55
37	10063	0	55
38	10060	0	55
44	10060	0	55
45	10052	0	55
49	10048	0	55
50	10047	0	55
52	10042	0	55
61	10042	0	55
0	10437	0	56
1	10426	0	56
2	10380	0	56
6	10342	0	56
7	10300	0	56
8	10266	0	56
9	10238	0	56
10	10190	0	56
11	10186	0	56
12	10170	0	56
13	10157	0	56
14	10140	0	56
35	10135	0	56
36	10128	0	56
37	10118	0	56
38	10108	0	56
39	10100	0	56
40	10095	0	56
41	10083	0	56
42	10078	0	56
44	10075	0	56
45	10070	0	56
46	10063	0	56
47	10060	0	56
71	10059	0	56
72	10050	0	56
87	10047	0	56
88	10045	0	56
89	10043	0	56
90	10041	0	56
91	10030	0	56
92	10028	0	56
93	10025	0	56
94	10022	0	56
95	10020	0	56
96	10018	0	56
97	10012	0	56
98	10010	0	56
99	10008	0	56
101	10008	0	56
102	10004	0	56
103	10002	0	56
0	10290	0	57
1	10227	0	57
2	10198	0	57
3	10174	0	57
4	10170	0	57
16	10160	0	57
17	10145	0	57
18	10128	0	57
19	10110	0	57
20	10100	0	57
31	10100	0	57
32	10090	0	57
33	10090	0	57
44	10088	0	57
45	10080	0	57
46	10080	0	57
47	10080	0	57
51	10080	0	57
52	10070	0	57
54	10070	0	57
55	10065	0	57
56	10059	0	57
57	10055	0	57
59	10055	0	57
60	10050	0	57
61	10050	0	57
62	10050	0	57
0	10290	0	58
1	10270	0	58
5	10265	0	58
6	10235	0	58
7	10200	0	58
8	10180	0	58
9	10164	0	58
10	10150	0	58
11	10140	0	58
12	10128	0	58
13	10120	0	58
14	10112	0	58
15	10108	0	58
16	10105	0	58
17	10105	0	58
18	10100	0	58
19	10095	0	58
20	10090	0	58
21	10088	0	58
22	10085	0	58
23	10083	0	58
24	10076	0	58
25	10072	0	58
26	10068	0	58
27	10065	0	58
28	10060	0	58
39	10056	0	58
42	10056	0	58
46	10055	0	58
47	10050	0	58
53	10050	0	58
56	10047	0	58
57	10047	0	58
59	10045	0	58
60	10045	0	58
61	10040	0	58
62	10037	0	58
63	10034	0	58
64	10034	0	58
65	10028	0	58
66	10026	0	58
79	10026	0	58
80	10024	0	58
107	10022	0	58
108	10020	0	58
109	10010	0	58
110	10010	0	58
111	10010	0	58
112	10010	0	58
115	10007	0	58
116	10002	0	58
0	10225	0	59
17	10220	0	59
18	10200	0	59
19	10195	0	59
20	10155	0	59
22	10145	0	59
24	10125	0	59
25	10120	0	59
26	10110	0	59
34	10108	0	59
48	10106	0	59
49	10095	0	59
50	10086	0	59
51	10080	0	59
52	10076	0	59
61	10076	0	59
62	10060	0	59
63	10057	0	59
0	10100	0	60
4	10100	0	60
5	10100	0	60
11	10100	0	60
14	10095	0	60
15	10080	0	60
16	10070	0	60
17	10070	0	60
18	10070	0	60
19	10070	0	60
20	10070	0	60
21	10070	0	60
22	10070	0	60
23	10060	0	60
24	10055	0	60
25	10055	0	60
26	10054	0	60
27	10050	0	60
28	10046	0	60
29	10044	0	60
30	10040	0	60
31	10040	0	60
32	10040	0	60
33	10040	0	60
34	10040	0	60
35	10040	0	60
36	10040	0	60
38	10034	0	60
39	10030	0	60
40	10030	0	60
41	10028	0	60
42	10020	0	60
43	10020	0	60
45	10020	0	60
46	10017	0	60
0	10353	0	61
1	10325	0	61
2	10308	0	61
9	10295	0	61
10	10295	0	61
28	10292	0	61
29	10278	0	61
30	10270	0	61
31	10270	0	61
33	10268	0	61
34	10260	0	61
35	10248	0	61
39	10248	0	61
40	10230	0	61
71	10200	0	61
72	10200	0	61
94	10180	0	61
95	10170	0	61
96	10170	0	61
115	10160	0	61
116	10150	0	61
117	10150	0	61
118	10146	0	61
123	10144	0	61
124	10142	0	61
125	10139	0	61
126	10132	0	61
127	10125	0	61
128	10122	0	61
129	10120	0	61
134	10120	0	61
135	10115	0	61
136	10108	0	61
137	10105	0	61
143	10105	0	61
144	10100	0	61
145	10098	0	61
146	10093	0	61
147	10090	0	61
148	10090	0	61
149	10090	0	61
150	10090	0	61
151	10090	0	61
152	10090	0	61
153	10090	0	61
154	10088	0	61
155	10083	0	61
156	10082	0	61
157	10082	0	61
158	10082	0	61
159	10082	0	61
170	10080	0	61
171	10080	0	61
172	10080	0	61
174	10080	0	61
175	10075	0	61
176	10075	0	61
177	10072	0	61
178	10070	0	61
179	10070	0	61
180	10069	0	61
181	10068	0	61
182	10068	0	61
183	10066	0	61
184	10065	0	61
198	10065	0	61
199	10063	0	61
200	10063	0	61
201	10060	0	61
202	10056	0	61
203	10056	0	61
0	10292	0	62
2	10265	0	62
3	10250	0	62
4	10210	0	62
5	10185	0	62
6	10170	0	62
7	10153	0	62
8	10140	0	62
9	10135	0	62
16	10132	0	62
17	10120	0	62
18	10110	0	62
19	10100	0	62
20	10082	0	62
22	10080	0	62
23	10078	0	62
24	10075	0	62
25	10070	0	62
26	10068	0	62
38	10065	0	62
39	10060	0	62
40	10055	0	62
41	10052	0	62
42	10051	0	62
43	10050	0	62
44	10050	0	62
49	10050	0	62
50	10050	0	62
51	10050	0	62
52	10050	0	62
53	10050	0	62
54	10040	0	62
75	10040	0	62
90	10035	0	62
125	10033	0	62
126	10033	0	62
127	10031	0	62
128	10028	0	62
129	10028	0	62
130	10028	0	62
131	10028	0	62
0	10262	0	63
1	10260	0	63
2	10246	0	63
3	10230	0	63
7	10227	0	63
8	10207	0	63
9	10198	0	63
10	10172	0	63
12	10172	0	63
13	10170	0	63
15	10168	0	63
16	10157	0	63
22	10155	0	63
23	10145	0	63
24	10138	0	63
29	10130	0	63
30	10130	0	63
32	10130	0	63
33	10122	0	63
34	10110	0	63
35	10102	0	63
36	10100	0	63
37	10095	0	63
38	10090	0	63
56	10088	0	63
57	10080	0	63
58	10075	0	63
59	10072	0	63
60	10072	0	63
61	10072	0	63
63	10070	0	63
64	10062	0	63
0	10212	0	64
2	10200	0	64
10	10200	0	64
11	10190	0	64
18	10185	0	64
19	10175	0	64
20	10172	0	64
21	10168	0	64
22	10156	0	64
23	10155	0	64
24	10152	0	64
25	10140	0	64
26	10132	0	64
38	10132	0	64
39	10125	0	64
40	10125	0	64
41	10125	0	64
42	10120	0	64
43	10112	0	64
44	10108	0	64
45	10102	0	64
46	10100	0	64
47	10095	0	64
48	10094	0	64
60	10092	0	64
61	10090	0	64
62	10090	0	64
63	10086	0	64
64	10085	0	64
65	10085	0	64
66	10082	0	64
67	10082	0	64
73	10080	0	64
84	10075	0	64
88	10075	0	64
89	10070	0	64
90	10065	0	64
93	10065	0	64
94	10065	0	64
95	10060	0	64
96	10060	0	64
97	10055	0	64
98	10055	0	64
99	10055	0	64
100	10054	0	64
101	10054	0	64
103	10054	0	64
104	10052	0	64
105	10052	0	64
106	10052	0	64
123	10052	0	64
124	10052	0	64
137	10052	0	64
138	10050	0	64
139	10048	0	64
140	10045	0	64
141	10043	0	64
142	10043	0	64
143	10040	0	64
144	10038	0	64
145	10038	0	64
146	10035	0	64
147	10035	0	64
148	10034	0	64
149	10032	0	64
150	10030	0	64
151	10030	0	64
152	10030	0	64
161	10030	0	64
162	10025	0	64
163	10025	0	64
164	10022	0	64
165	10021	0	64
166	10020	0	64
167	10018	0	64
168	10017	0	64
169	10016	0	64
0	10048	0	65
1	10045	0	65
2	10040	0	65
3	10032	0	65
4	10030	0	65
5	10030	0	65
6	10027	0	65
7	10025	0	65
8	10025	0	65
10	10025	0	65
27	10025	0	65
28	10025	0	65
29	10025	0	65
30	10020	0	65
31	10020	0	65
32	10020	0	65
33	10020	0	65
34	10020	0	65
35	10018	0	65
36	10018	0	65
37	10010	0	65
38	10010	0	65
39	10005	0	65
40	10003	0	65
41	10000	0	65
42	10000	0	65
43	10000	0	65
44	10000	0	65
45	10000	0	65
0	10135	0	66
1	10120	0	66
4	10112	0	66
5	10100	0	66
6	10095	0	66
8	10095	0	66
9	10095	0	66
10	10090	0	66
11	10085	0	66
15	10085	0	66
16	10085	0	66
17	10085	0	66
18	10080	0	66
19	10080	0	66
21	10080	0	66
22	10075	0	66
23	10072	0	66
24	10072	0	66
27	10065	0	66
28	10062	0	66
29	10060	0	66
30	10060	0	66
31	10060	0	66
33	10060	0	66
34	10060	0	66
46	10060	0	66
0	10210	0	67
1	10168	0	67
2	10156	0	67
13	10155	0	67
14	10135	0	67
15	10115	0	67
16	10100	0	67
21	10092	0	67
22	10090	0	67
58	10082	0	67
59	10080	0	67
60	10075	0	67
61	10075	0	67
62	10072	0	67
63	10070	0	67
64	10070	0	67
67	10070	0	67
0	10475	0	68
3	10422	0	68
4	10398	0	68
5	10373	0	68
6	10368	0	68
12	10365	0	68
13	10336	0	68
14	10322	0	68
15	10312	0	68
16	10303	0	68
17	10300	0	68
21	10287	0	68
22	10278	0	68
23	10268	0	68
24	10257	0	68
25	10245	0	68
26	10245	0	68
27	10235	0	68
28	10218	0	68
29	10212	0	68
34	10211	0	68
35	10195	0	68
36	10185	0	68
37	10170	0	68
38	10160	0	68
39	10152	0	68
40	10142	0	68
41	10133	0	68
42	10130	0	68
47	10128	0	68
48	10125	0	68
52	10123	0	68
53	10112	0	68
54	10108	0	68
59	10108	0	68
61	10107	0	68
62	10105	0	68
87	10102	0	68
88	10100	0	68
89	10100	0	68
90	10092	0	68
93	10090	0	68
94	10085	0	68
95	10083	0	68
96	10081	0	68
97	10078	0	68
98	10075	0	68
99	10070	0	68
100	10070	0	68
101	10070	0	68
102	10070	0	68
103	10070	0	68
104	10070	0	68
105	10070	0	68
106	10067	0	68
107	10065	0	68
108	10062	0	68
109	10060	0	68
110	10057	0	68
111	10055	0	68
112	10053	0	68
113	10052	0	68
114	10050	0	68
115	10050	0	68
120	10050	0	68
121	10048	0	68
122	10045	0	68
123	10040	0	68
124	10040	0	68
125	10040	0	68
126	10036	0	68
127	10032	0	68
0	10055	0	69
1	10054	0	69
4	10051	0	69
13	10050	0	69
14	10048	0	69
15	10045	0	69
36	10042	0	69
37	10039	0	69
38	10035	0	69
39	10032	0	69
40	10030	0	69
41	10026	0	69
42	10024	0	69
43	10021	0	69
0	10135	0	70
2	10115	0	70
3	10100	0	70
19	10100	0	70
20	10097	0	70
23	10090	0	70
24	10071	0	70
25	10069	0	70
26	10068	0	70
27	10062	0	70
28	10050	0	70
29	10039	0	70
30	10038	0	70
31	10029	0	70
32	10025	0	70
33	10020	0	70
34	10020	0	70
35	10018	0	70
36	10015	0	70
37	10015	0	70
38	10015	0	70
0	10298	0	71
1	10285	0	71
2	10270	0	71
3	10205	0	71
4	10190	0	71
5	10175	0	71
6	10167	0	71
7	10150	0	71
8	10137	0	71
9	10130	0	71
10	10128	0	71
11	10125	0	71
12	10118	0	71
13	10115	0	71
14	10110	0	71
15	10100	0	71
60	10096	0	71
62	10090	0	71
63	10090	0	71
64	10082	0	71
65	10078	0	71
66	10078	0	71
68	10075	0	71
70	10073	0	71
71	10070	0	71
75	10070	0	71
76	10065	0	71
79	10060	0	71
80	10058	0	71
81	10058	0	71
90	10058	0	71
120	10058	0	71
121	10047	0	71
124	10035	0	71
125	10032	0	71
126	10030	0	71
127	10027	0	71
128	10024	0	71
129	10020	0	71
130	10018	0	71
131	10015	0	71
132	10012	0	71
133	10008	0	71
134	10006	0	71
135	10003	0	71
136	10000	0	71
137	9999	0	71
138	9999	0	71
139	9997	0	71
0	10455	0	72
1	10395	0	72
6	10380	0	72
7	10376	0	72
11	10375	0	72
15	10365	0	72
16	10343	0	72
17	10335	0	72
18	10320	0	72
19	10305	0	72
20	10302	0	72
21	10288	0	72
22	10275	0	72
23	10260	0	72
24	10238	0	72
25	10235	0	72
26	10225	0	72
27	10223	0	72
60	10214	0	72
61	10203	0	72
73	10190	0	72
74	10190	0	72
120	10187	0	72
121	10180	0	72
122	10180	0	72
125	10180	0	72
126	10168	0	72
127	10163	0	72
128	10158	0	72
129	10158	0	72
133	10155	0	72
134	10147	0	72
135	10146	0	72
137	10140	0	72
138	10138	0	72
141	10138	0	72
142	10130	0	72
143	10129	0	72
144	10128	0	72
145	10123	0	72
149	10120	0	72
154	10120	0	72
156	10120	0	72
177	10120	0	72
190	10120	0	72
191	10112	0	72
192	10105	0	72
193	10100	0	72
211	10096	0	72
212	10095	0	72
213	10092	0	72
214	10087	0	72
215	10084	0	72
216	10077	0	72
217	10075	0	72
218	10072	0	72
219	10067	0	72
223	10062	0	72
224	10056	0	72
225	10056	0	72
226	10052	0	72
228	10040	0	72
229	10040	0	72
230	10035	0	72
231	10032	0	72
232	10032	0	72
233	10026	0	72
234	10022	0	72
235	10022	0	72
236	10020	0	72
237	10020	0	72
238	10019	0	72
239	10016	0	72
240	10015	0	72
0	10232	0	73
1	10201.6	0	73
7	10200	0	73
8	10190	0	73
21	10180	0	73
22	10162	0	73
23	10150	0	73
24	10142	0	73
25	10135	0	73
26	10130	0	73
41	10124	0	73
44	10122	0	73
45	10116	0	73
46	10110	0	73
47	10100	0	73
48	10097	0	73
49	10090	0	73
50	10080	0	73
51	10080	0	73
52	10076	0	73
53	10074	0	73
0	10536	0	74
1	10471	0	74
2	10443	0	74
5	10437	0	74
6	10412	0	74
7	10399	0	74
8	10388	0	74
9	10376	0	74
10	10362	0	74
11	10348	0	74
12	10330	0	74
13	10322	0	74
14	10316	0	74
15	10310	0	74
16	10290	0	74
17	10275	0	74
18	10264	0	74
19	10255	0	74
20	10255	0	74
22	10255	0	74
23	10230	0	74
24	10220	0	74
25	10215	0	74
26	10210	0	74
27	10210	0	74
33	10210	0	74
36	10198	0	74
37	10186	0	74
38	10170	0	74
60	10170	0	74
61	10160	0	74
62	10150	0	74
63	10142	0	74
64	10136	0	74
70	10130	0	74
71	10130	0	74
72	10130	0	74
74	10130	0	74
75	10128	0	74
76	10125	0	74
77	10125	0	74
78	10125	0	74
79	10125	0	74
91	10125	0	74
92	10115	0	74
93	10110	0	74
94	10105	0	74
95	10100	0	74
96	10098	0	74
105	10095	0	74
106	10095	0	74
107	10090	0	74
108	10085	0	74
109	10080	0	74
110	10078	0	74
111	10075	0	74
112	10075	0	74
113	10070	0	74
114	10065	0	74
115	10065	0	74
116	10062	0	74
117	10060	0	74
118	10058	0	74
119	10055	0	74
120	10052	0	74
121	10050	0	74
122	10050	0	74
123	10046	0	74
124	10045	0	74
125	10040	0	74
126	10035	0	74
127	10033	0	74
128	10030	0	74
129	10027	0	74
130	10027	0	74
131	10025	0	74
132	10023	0	74
133	10020	0	74
134	10020	0	74
135	10018	0	74
136	10017	0	74
137	10015	0	74
138	10015	0	74
139	10015	0	74
140	10013	0	74
0	10300	0	75
1	10290	0	75
7	10288	0	75
8	10264	0	75
9	10245	0	75
10	10230	0	75
45	10220	0	75
90	10212	0	75
91	10205	0	75
93	10198	0	75
94	10190	0	75
95	10180	0	75
96	10180	0	75
97	10178	0	75
98	10170	0	75
99	10167	0	75
100	10160	0	75
101	10150	0	75
102	10150	0	75
103	10145	0	75
111	10145	0	75
112	10140	0	75
113	10135	0	75
114	10133	0	75
115	10130	0	75
125	10121	0	75
128	10120	0	75
158	10120	0	75
159	10118	0	75
160	10115	0	75
161	10110	0	75
162	10100	0	75
163	10100	0	75
164	10100	0	75
165	10095	0	75
166	10092	0	75
168	10090	0	75
169	10087	0	75
170	10085	0	75
171	10080	0	75
173	10075	0	75
175	10075	0	75
176	10070	0	75
177	10067	0	75
178	10067	0	75
0	10420	0	76
1	10388	0	76
2	10376	0	76
3	10373	0	76
4	10373	0	76
5	10368	0	76
6	10355	0	76
7	10350	0	76
8	10340	0	76
9	10332	0	76
10	10325	0	76
12	10310	0	76
13	10305	0	76
26	10299	0	76
35	10280	0	76
36	10275	0	76
61	10263	0	76
62	10255	0	76
63	10247	0	76
64	10235	0	76
65	10230	0	76
66	10224	0	76
67	10210	0	76
68	10199	0	76
